Original gene set ID	Original gene set description
ENSG00000141446	ESCO1 PPI subnetwork
ENSG00000141447	OSBPL1A PPI subnetwork
ENSG00000141456	ENSG00000141456 PPI subnetwork
ENSG00000141480	ARRB2 PPI subnetwork
ENSG00000141503	MINK1 PPI subnetwork
ENSG00000141506	PIK3R5 PPI subnetwork
ENSG00000141510	TP53 PPI subnetwork
ENSG00000141522	ARHGDIA PPI subnetwork
ENSG00000141543	EIF4A3 PPI subnetwork
ENSG00000141551	CSNK1D PPI subnetwork
ENSG00000141552	ANAPC11 PPI subnetwork
ENSG00000141556	TBCD PPI subnetwork
ENSG00000141564	RPTOR PPI subnetwork
ENSG00000141570	CBX8 PPI subnetwork
ENSG00000141582	CBX4 PPI subnetwork
ENSG00000141622	RNF165 PPI subnetwork
ENSG00000141644	MBD1 PPI subnetwork
ENSG00000141646	SMAD4 PPI subnetwork
ENSG00000141655	TNFRSF11A PPI subnetwork
ENSG00000141696	LEPREL4 PPI subnetwork
ENSG00000141720	PIP4K2B PPI subnetwork
ENSG00000141736	ERBB2 PPI subnetwork
ENSG00000141738	GRB7 PPI subnetwork
ENSG00000141759	TXNL4A PPI subnetwork
ENSG00000141837	CACNA1A PPI subnetwork
ENSG00000141867	BRD4 PPI subnetwork
ENSG00000141956	PRDM15 PPI subnetwork
ENSG00000141959	PFKL PPI subnetwork
ENSG00000141968	VAV1 PPI subnetwork
ENSG00000141985	SH3GL1 PPI subnetwork
ENSG00000142039	CCDC97 PPI subnetwork
ENSG00000142156	COL6A1 PPI subnetwork
ENSG00000142166	IFNAR1 PPI subnetwork
ENSG00000142168	SOD1 PPI subnetwork
ENSG00000142186	SCYL1 PPI subnetwork
ENSG00000142192	APP PPI subnetwork
ENSG00000142208	AKT1 PPI subnetwork
ENSG00000142224	IL19 PPI subnetwork
ENSG00000142230	SAE1 PPI subnetwork
ENSG00000142252	GEMIN7 PPI subnetwork
ENSG00000142273	CBLC PPI subnetwork
ENSG00000142453	CARM1 PPI subnetwork
ENSG00000142494	SLC47A1 PPI subnetwork
ENSG00000142507	PSMB6 PPI subnetwork
ENSG00000142515	KLK3 PPI subnetwork
ENSG00000142528	ZNF473 PPI subnetwork
ENSG00000142534	RPS11 PPI subnetwork
ENSG00000142539	SPIB PPI subnetwork
ENSG00000142541	RPL13A PPI subnetwork
ENSG00000142599	RERE PPI subnetwork
ENSG00000142611	PRDM16 PPI subnetwork
ENSG00000142627	EPHA2 PPI subnetwork
ENSG00000142655	PEX14 PPI subnetwork
ENSG00000142657	PGD PPI subnetwork
ENSG00000142675	CNKSR1 PPI subnetwork
ENSG00000142676	RPL11 PPI subnetwork
ENSG00000142677	IL22RA1 PPI subnetwork
ENSG00000142684	ZNF593 PPI subnetwork
ENSG00000142731	PLK4 PPI subnetwork
ENSG00000142798	HSPG2 PPI subnetwork
ENSG00000142856	ITGB3BP PPI subnetwork
ENSG00000142864	SERBP1 PPI subnetwork
ENSG00000142867	BCL10 PPI subnetwork
ENSG00000142871	CYR61 PPI subnetwork
ENSG00000142875	PRKACB PPI subnetwork
ENSG00000142892	PIGK PPI subnetwork
ENSG00000142937	RPS8 PPI subnetwork
ENSG00000142945	KIF2C PPI subnetwork
ENSG00000142949	PTPRF PPI subnetwork
ENSG00000143006	DMRTB1 PPI subnetwork
ENSG00000143013	LMO4 PPI subnetwork
ENSG00000143033	MTF2 PPI subnetwork
ENSG00000143079	CTTNBP2NL PPI subnetwork
ENSG00000143093	FAM40A PPI subnetwork
ENSG00000143106	PSMA5 PPI subnetwork
ENSG00000143119	CD53 PPI subnetwork
ENSG00000143153	ATP1B1 PPI subnetwork
ENSG00000143155	TIPRL PPI subnetwork
ENSG00000143171	RXRG PPI subnetwork
ENSG00000143190	POU2F1 PPI subnetwork
ENSG00000143207	RFWD2 PPI subnetwork
ENSG00000143226	FCGR2A PPI subnetwork
ENSG00000143228	NUF2 PPI subnetwork
ENSG00000143256	PFDN2 PPI subnetwork
ENSG00000143322	ABL2 PPI subnetwork
ENSG00000143333	RGS16 PPI subnetwork
ENSG00000143344	RGL1 PPI subnetwork
ENSG00000143368	SF3B4 PPI subnetwork
ENSG00000143373	ZNF687 PPI subnetwork
ENSG00000143375	CGN PPI subnetwork
ENSG00000143379	SETDB1 PPI subnetwork
ENSG00000143382	ADAMTSL4 PPI subnetwork
ENSG00000143384	MCL1 PPI subnetwork
ENSG00000143393	PI4KB PPI subnetwork
ENSG00000143398	PIP5K1A PPI subnetwork
ENSG00000143401	ANP32E PPI subnetwork
ENSG00000143418	CERS2 PPI subnetwork
ENSG00000143437	ARNT PPI subnetwork
ENSG00000143466	IKBKE PPI subnetwork
ENSG00000143476	DTL PPI subnetwork
ENSG00000143498	TAF1A PPI subnetwork
ENSG00000143499	SMYD2 PPI subnetwork
ENSG00000143507	DUSP10 PPI subnetwork
ENSG00000143514	TP53BP2 PPI subnetwork
ENSG00000143520	FLG2 PPI subnetwork
ENSG00000143537	ADAM15 PPI subnetwork
ENSG00000143546	S100A8 PPI subnetwork
ENSG00000143549	TPM3 PPI subnetwork
ENSG00000143553	SNAPIN PPI subnetwork
ENSG00000143556	S100A7 PPI subnetwork
ENSG00000143569	UBAP2L PPI subnetwork
ENSG00000143575	HAX1 PPI subnetwork
ENSG00000143614	GATAD2B PPI subnetwork
ENSG00000143621	ILF2 PPI subnetwork
ENSG00000143622	RIT1 PPI subnetwork
ENSG00000143627	PKLR PPI subnetwork
ENSG00000143632	ACTA1 PPI subnetwork
ENSG00000143669	LYST PPI subnetwork
ENSG00000143702	CEP170 PPI subnetwork
ENSG00000143727	ACP1 PPI subnetwork
ENSG00000143742	SRP9 PPI subnetwork
ENSG00000143748	NVL PPI subnetwork
ENSG00000143753	DEGS1 PPI subnetwork
ENSG00000143761	ARF1 PPI subnetwork
ENSG00000143768	LEFTY2 PPI subnetwork
ENSG00000143771	CNIH4 PPI subnetwork
ENSG00000143772	ITPKB PPI subnetwork
ENSG00000143799	PARP1 PPI subnetwork
ENSG00000143801	PSEN2 PPI subnetwork
ENSG00000143815	LBR PPI subnetwork
ENSG00000143816	WNT9A PPI subnetwork
ENSG00000143850	PLEKHA6 PPI subnetwork
ENSG00000143851	PTPN7 PPI subnetwork
ENSG00000143858	SYT2 PPI subnetwork
ENSG00000143867	OSR1 PPI subnetwork
ENSG00000143870	PDIA6 PPI subnetwork
ENSG00000143878	RHOB PPI subnetwork
ENSG00000143933	CALM2 PPI subnetwork
ENSG00000143942	CHAC2 PPI subnetwork
ENSG00000143947	RPS27A PPI subnetwork
ENSG00000143977	SNRPG PPI subnetwork
ENSG00000143995	MEIS1 PPI subnetwork
ENSG00000144021	CIAO1 PPI subnetwork
ENSG00000144028	SNRNP200 PPI subnetwork
ENSG00000144029	MRPS5 PPI subnetwork
ENSG00000144048	DUSP11 PPI subnetwork
ENSG00000144061	NPHP1 PPI subnetwork
ENSG00000144118	RALB PPI subnetwork
ENSG00000144158	ENSG00000144158 PPI subnetwork
ENSG00000144182	LIPT1 PPI subnetwork
ENSG00000144191	CNGA3 PPI subnetwork
ENSG00000144218	AFF3 PPI subnetwork
ENSG00000144231	POLR2D PPI subnetwork
ENSG00000144283	PKP4 PPI subnetwork
ENSG00000144285	SCN1A PPI subnetwork
ENSG00000144381	HSPD1 PPI subnetwork
ENSG00000144554	FANCD2 PPI subnetwork
ENSG00000144566	RAB5A PPI subnetwork
ENSG00000144580	RQCD1 PPI subnetwork
ENSG00000144596	ENSG00000144596 PPI subnetwork
ENSG00000144597	EAF1 PPI subnetwork
ENSG00000144642	RBMS3 PPI subnetwork
ENSG00000144648	CCBP2 PPI subnetwork
ENSG00000144668	ITGA9 PPI subnetwork
ENSG00000144674	GOLGA4 PPI subnetwork
ENSG00000144713	RPL32 PPI subnetwork
ENSG00000144736	SHQ1 PPI subnetwork
ENSG00000144744	UBA3 PPI subnetwork
ENSG00000144837	PLA1A PPI subnetwork
ENSG00000144848	ATG3 PPI subnetwork
ENSG00000144852	NR1I2 PPI subnetwork
ENSG00000144867	SRPRB PPI subnetwork
ENSG00000144891	AGTR1 PPI subnetwork
ENSG00000144895	EIF2A PPI subnetwork
ENSG00000144908	ALDH1L1 PPI subnetwork
ENSG00000144935	TRPC1 PPI subnetwork
ENSG00000145041	VPRBP PPI subnetwork
ENSG00000145147	SLIT2 PPI subnetwork
ENSG00000145191	EIF2B5 PPI subnetwork
ENSG00000145192	AHSG PPI subnetwork
ENSG00000145216	FIP1L1 PPI subnetwork
ENSG00000145220	LYAR PPI subnetwork
ENSG00000145241	CENPC1 PPI subnetwork
ENSG00000145242	EPHA5 PPI subnetwork
ENSG00000145321	GC PPI subnetwork
ENSG00000145332	KLHL8 PPI subnetwork
ENSG00000145335	SNCA PPI subnetwork
ENSG00000145348	TBCK PPI subnetwork
ENSG00000145349	CAMK2D PPI subnetwork
ENSG00000145362	ANK2 PPI subnetwork
ENSG00000145365	TIFA PPI subnetwork
ENSG00000145375	SPATA5 PPI subnetwork
ENSG00000145386	CCNA2 PPI subnetwork
ENSG00000145391	SETD7 PPI subnetwork
ENSG00000145414	NAF1 PPI subnetwork
ENSG00000145423	SFRP2 PPI subnetwork
ENSG00000145425	RPS3A PPI subnetwork
ENSG00000145431	PDGFC PPI subnetwork
ENSG00000145494	NDUFS6 PPI subnetwork
ENSG00000145555	MYO10 PPI subnetwork
ENSG00000145592	RPL37 PPI subnetwork
ENSG00000145604	SKP2 PPI subnetwork
ENSG00000145623	OSMR PPI subnetwork
ENSG00000145649	GZMA PPI subnetwork
ENSG00000145675	PIK3R1 PPI subnetwork
ENSG00000145692	BHMT PPI subnetwork
ENSG00000145703	IQGAP2 PPI subnetwork
ENSG00000145715	RASA1 PPI subnetwork
ENSG00000145723	GIN1 PPI subnetwork
ENSG00000145736	GTF2H2 PPI subnetwork
ENSG00000145741	BTF3 PPI subnetwork
ENSG00000145777	TSLP PPI subnetwork
ENSG00000145781	COMMD10 PPI subnetwork
ENSG00000145782	ATG12 PPI subnetwork
ENSG00000145794	MEGF10 PPI subnetwork
ENSG00000145817	YIPF5 PPI subnetwork
ENSG00000145819	ARHGAP26 PPI subnetwork
ENSG00000145833	DDX46 PPI subnetwork
ENSG00000145839	IL9 PPI subnetwork
ENSG00000145864	GABRB2 PPI subnetwork
ENSG00000145901	TNIP1 PPI subnetwork
ENSG00000145907	G3BP1 PPI subnetwork
ENSG00000145912	NHP2 PPI subnetwork
ENSG00000146007	ZMAT2 PPI subnetwork
ENSG00000146047	HIST1H2BA PPI subnetwork
ENSG00000146109	ABT1 PPI subnetwork
ENSG00000146143	ENSG00000146143 PPI subnetwork
ENSG00000146232	NFKBIE PPI subnetwork
ENSG00000146276	GABRR1 PPI subnetwork
ENSG00000146425	DYNLT1 PPI subnetwork
ENSG00000146457	WTAP PPI subnetwork
ENSG00000146463	ZMYM4 PPI subnetwork
ENSG00000146535	GNA12 PPI subnetwork
ENSG00000146587	RBAK PPI subnetwork
ENSG00000146648	EGFR PPI subnetwork
ENSG00000146674	IGFBP3 PPI subnetwork
ENSG00000146677	ENSG00000146677 PPI subnetwork
ENSG00000146701	MDH2 PPI subnetwork
ENSG00000146729	GBAS PPI subnetwork
ENSG00000146731	CCT6A PPI subnetwork
ENSG00000146733	PSPH PPI subnetwork
ENSG00000146904	EPHA1 PPI subnetwork
ENSG00000146950	SHROOM2 PPI subnetwork
ENSG00000146963	LUC7L2 PPI subnetwork
ENSG00000147010	SH3KBP1 PPI subnetwork
ENSG00000147044	CASK PPI subnetwork
ENSG00000147050	KDM6A PPI subnetwork
ENSG00000147065	MSN PPI subnetwork
ENSG00000147082	CCNB3 PPI subnetwork
ENSG00000147099	HDAC8 PPI subnetwork
ENSG00000147123	NDUFB11 PPI subnetwork
ENSG00000147130	ZMYM3 PPI subnetwork
ENSG00000147133	TAF1 PPI subnetwork
ENSG00000147140	NONO PPI subnetwork
ENSG00000147145	LPAR4 PPI subnetwork
ENSG00000147162	OGT PPI subnetwork
ENSG00000147168	IL2RG PPI subnetwork
ENSG00000147202	DIAPH2 PPI subnetwork
ENSG00000147246	HTR2C PPI subnetwork
ENSG00000147274	RBMX PPI subnetwork
ENSG00000147382	FAM58A PPI subnetwork
ENSG00000147383	NSDHL PPI subnetwork
ENSG00000147403	RPL10 PPI subnetwork
ENSG00000147416	ATP6V1B2 PPI subnetwork
ENSG00000147439	BIN3 PPI subnetwork
ENSG00000147443	DOK2 PPI subnetwork
ENSG00000147507	ENSG00000147507 PPI subnetwork
ENSG00000147509	RGS20 PPI subnetwork
ENSG00000147536	GINS4 PPI subnetwork
ENSG00000147601	TERF1 PPI subnetwork
ENSG00000147604	RPL7 PPI subnetwork
ENSG00000147649	MTDH PPI subnetwork
ENSG00000147669	POLR2K PPI subnetwork
ENSG00000147677	EIF3H PPI subnetwork
ENSG00000147684	NDUFB9 PPI subnetwork
ENSG00000147689	FAM83A PPI subnetwork
ENSG00000147852	VLDLR PPI subnetwork
ENSG00000147853	AK3 PPI subnetwork
ENSG00000147854	UHRF2 PPI subnetwork
ENSG00000147869	CER1 PPI subnetwork
ENSG00000147873	IFNA5 PPI subnetwork
ENSG00000147877	ENSG00000147877 PPI subnetwork
ENSG00000147883	CDKN2B PPI subnetwork
ENSG00000147885	IFNA16 PPI subnetwork
ENSG00000147889	CDKN2A PPI subnetwork
ENSG00000147896	IFNK PPI subnetwork
ENSG00000147905	ZCCHC7 PPI subnetwork
ENSG00000147955	SIGMAR1 PPI subnetwork
ENSG00000148053	NTRK2 PPI subnetwork
ENSG00000148082	SHC3 PPI subnetwork
ENSG00000148143	ZNF462 PPI subnetwork
ENSG00000148158	SNX30 PPI subnetwork
ENSG00000148175	STOM PPI subnetwork
ENSG00000148180	GSN PPI subnetwork
ENSG00000148200	NR6A1 PPI subnetwork
ENSG00000148218	ALAD PPI subnetwork
ENSG00000148229	POLE3 PPI subnetwork
ENSG00000148248	SURF4 PPI subnetwork
ENSG00000148296	SURF6 PPI subnetwork
ENSG00000148297	MED22 PPI subnetwork
ENSG00000148303	RPL7A PPI subnetwork
ENSG00000148308	GTF3C5 PPI subnetwork
ENSG00000148334	PTGES2 PPI subnetwork
ENSG00000148356	LRSAM1 PPI subnetwork
ENSG00000148377	IDI2 PPI subnetwork
ENSG00000148396	SEC16A PPI subnetwork
ENSG00000148400	NOTCH1 PPI subnetwork
ENSG00000148408	CACNA1B PPI subnetwork
ENSG00000148468	FAM171A1 PPI subnetwork
ENSG00000148498	PARD3 PPI subnetwork
ENSG00000148516	ZEB1 PPI subnetwork
ENSG00000148606	POLR3A PPI subnetwork
ENSG00000148660	CAMK2G PPI subnetwork
ENSG00000148672	GLUD1 PPI subnetwork
ENSG00000148688	RPP30 PPI subnetwork
ENSG00000148719	DNAJB12 PPI subnetwork
ENSG00000148737	TCF7L2 PPI subnetwork
ENSG00000148773	MKI67 PPI subnetwork
ENSG00000148798	INA PPI subnetwork
ENSG00000148835	TAF5 PPI subnetwork
ENSG00000148843	PDCD11 PPI subnetwork
ENSG00000148848	ADAM12 PPI subnetwork
ENSG00000148925	BTBD10 PPI subnetwork
ENSG00000148942	SLC5A12 PPI subnetwork
ENSG00000148943	LIN7C PPI subnetwork
ENSG00000148965	SAA4 PPI subnetwork
ENSG00000149016	TUT1 PPI subnetwork
ENSG00000149084	HSD17B12 PPI subnetwork
ENSG00000149091	DGKZ PPI subnetwork
ENSG00000149100	EIF3M PPI subnetwork
ENSG00000149131	SERPING1 PPI subnetwork
ENSG00000149136	SSRP1 PPI subnetwork
ENSG00000149177	PTPRJ PPI subnetwork
ENSG00000149182	ARFGAP2 PPI subnetwork
ENSG00000149187	CELF1 PPI subnetwork
ENSG00000149257	SERPINH1 PPI subnetwork
ENSG00000149269	PAK1 PPI subnetwork
ENSG00000149273	RPS3 PPI subnetwork
ENSG00000149294	NCAM1 PPI subnetwork
ENSG00000149295	DRD2 PPI subnetwork
ENSG00000149311	ATM PPI subnetwork
ENSG00000149357	LAMTOR1 PPI subnetwork
ENSG00000149428	HYOU1 PPI subnetwork
ENSG00000149480	MTA2 PPI subnetwork
ENSG00000149503	INCENP PPI subnetwork
ENSG00000149532	CPSF7 PPI subnetwork
ENSG00000149554	CHEK1 PPI subnetwork
ENSG00000149557	FEZ1 PPI subnetwork
ENSG00000149636	DSN1 PPI subnetwork
ENSG00000149743	TRPT1 PPI subnetwork
ENSG00000149782	PLCB3 PPI subnetwork
ENSG00000149806	FAU PPI subnetwork
ENSG00000149923	PPP4C PPI subnetwork
ENSG00000149925	ALDOA PPI subnetwork
ENSG00000149930	TAOK2 PPI subnetwork
ENSG00000149948	HMGA2 PPI subnetwork
ENSG00000149968	MMP3 PPI subnetwork
ENSG00000149970	CNKSR2 PPI subnetwork
ENSG00000150086	GRIN2B PPI subnetwork
ENSG00000150093	ITGB1 PPI subnetwork
ENSG00000150281	CTF1 PPI subnetwork
ENSG00000150337	FCGR1A PPI subnetwork
ENSG00000150347	ARID5B PPI subnetwork
ENSG00000150455	TIRAP PPI subnetwork
ENSG00000150459	SAP18 PPI subnetwork
ENSG00000150527	CTAGE5 PPI subnetwork
ENSG00000150630	VEGFC PPI subnetwork
ENSG00000150672	DLG2 PPI subnetwork
ENSG00000150687	PRSS23 PPI subnetwork
ENSG00000150753	CCT5 PPI subnetwork
ENSG00000150760	DOCK1 PPI subnetwork
ENSG00000150768	DLAT PPI subnetwork
ENSG00000150787	PTS PPI subnetwork
ENSG00000150867	PIP4K2A PPI subnetwork
ENSG00000150907	FOXO1 PPI subnetwork
ENSG00000150938	CRIM1 PPI subnetwork
ENSG00000150990	DHX37 PPI subnetwork
ENSG00000150991	UBC PPI subnetwork
ENSG00000150995	ITPR1 PPI subnetwork
ENSG00000151065	DCP1B PPI subnetwork
ENSG00000151067	CACNA1C PPI subnetwork
ENSG00000151090	THRB PPI subnetwork
ENSG00000151148	UBE3B PPI subnetwork
ENSG00000151150	ANK3 PPI subnetwork
ENSG00000151164	RAD9B PPI subnetwork
ENSG00000151208	DLG5 PPI subnetwork
ENSG00000151224	MAT1A PPI subnetwork
ENSG00000151239	TWF1 PPI subnetwork
ENSG00000151247	EIF4E PPI subnetwork
ENSG00000151276	MAGI1 PPI subnetwork
ENSG00000151292	CSNK1G3 PPI subnetwork
ENSG00000151320	AKAP6 PPI subnetwork
ENSG00000151322	NPAS3 PPI subnetwork
ENSG00000151332	MBIP PPI subnetwork
ENSG00000151348	EXT2 PPI subnetwork
ENSG00000151366	NDUFC2 PPI subnetwork
ENSG00000151422	FER PPI subnetwork
ENSG00000151461	UPF2 PPI subnetwork
ENSG00000151491	EPS8 PPI subnetwork
ENSG00000151498	ACAD8 PPI subnetwork
ENSG00000151532	VTI1A PPI subnetwork
ENSG00000151552	QDPR PPI subnetwork
ENSG00000151576	QTRTD1 PPI subnetwork
ENSG00000151577	DRD3 PPI subnetwork
ENSG00000151617	EDNRA PPI subnetwork
ENSG00000151623	NR3C2 PPI subnetwork
ENSG00000151693	ASAP2 PPI subnetwork
ENSG00000151694	ADAM17 PPI subnetwork
ENSG00000151702	FLI1 PPI subnetwork
ENSG00000151725	MLF1IP PPI subnetwork
ENSG00000151729	SLC25A4 PPI subnetwork
ENSG00000151743	AMN1 PPI subnetwork
ENSG00000151746	BICD1 PPI subnetwork
ENSG00000151748	SAV1 PPI subnetwork
ENSG00000151834	GABRA2 PPI subnetwork
ENSG00000151835	SACS PPI subnetwork
ENSG00000151846	PABPC3 PPI subnetwork
ENSG00000151849	CENPJ PPI subnetwork
ENSG00000151914	DST PPI subnetwork
ENSG00000151923	TIAL1 PPI subnetwork
ENSG00000151929	BAG3 PPI subnetwork
ENSG00000152056	AP1S3 PPI subnetwork
ENSG00000152104	PTPN14 PPI subnetwork
ENSG00000152137	HSPB8 PPI subnetwork
ENSG00000152147	GEMIN6 PPI subnetwork
ENSG00000152208	GRID2 PPI subnetwork
ENSG00000152214	RIT2 PPI subnetwork
ENSG00000152234	ATP5A1 PPI subnetwork
ENSG00000152253	SPC25 PPI subnetwork
ENSG00000152256	PDK1 PPI subnetwork
ENSG00000152268	ENSG00000152268 PPI subnetwork
ENSG00000152270	PDE3B PPI subnetwork
ENSG00000152291	TGOLN2 PPI subnetwork
ENSG00000152382	TADA1 PPI subnetwork
ENSG00000152413	HOMER1 PPI subnetwork
ENSG00000152422	XRCC4 PPI subnetwork
ENSG00000152455	SUV39H2 PPI subnetwork
ENSG00000152464	RPP38 PPI subnetwork
ENSG00000152484	USP12 PPI subnetwork
ENSG00000152495	CAMK4 PPI subnetwork
ENSG00000152518	ZFP36L2 PPI subnetwork
ENSG00000152520	PAN3 PPI subnetwork
ENSG00000152556	PFKM PPI subnetwork
ENSG00000152578	GRIA4 PPI subnetwork
ENSG00000152582	SPEF2 PPI subnetwork
ENSG00000152583	SPARCL1 PPI subnetwork
ENSG00000152601	MBNL1 PPI subnetwork
ENSG00000152661	GJA1 PPI subnetwork
ENSG00000152684	PELO PPI subnetwork
ENSG00000152689	RASGRP3 PPI subnetwork
ENSG00000152700	SAR1B PPI subnetwork
ENSG00000152795	HNRPDL PPI subnetwork
ENSG00000152804	HHEX PPI subnetwork
ENSG00000152818	UTRN PPI subnetwork
ENSG00000152822	GRM1 PPI subnetwork
ENSG00000152894	PTPRK PPI subnetwork
ENSG00000152942	RAD17 PPI subnetwork
ENSG00000152944	MED21 PPI subnetwork
ENSG00000153006	SREK1IP1 PPI subnetwork
ENSG00000153044	CENPH PPI subnetwork
ENSG00000153046	CDYL PPI subnetwork
ENSG00000153071	DAB2 PPI subnetwork
ENSG00000153094	BCL2L11 PPI subnetwork
ENSG00000153107	ANAPC1 PPI subnetwork
ENSG00000153113	CAST PPI subnetwork
ENSG00000153140	CETN3 PPI subnetwork
ENSG00000153147	SMARCA5 PPI subnetwork
ENSG00000153162	BMP6 PPI subnetwork
ENSG00000153187	HNRNPU PPI subnetwork
ENSG00000153201	RANBP2 PPI subnetwork
ENSG00000153207	AHCTF1 PPI subnetwork
ENSG00000153208	MERTK PPI subnetwork
ENSG00000153233	PTPRR PPI subnetwork
ENSG00000153234	NR4A2 PPI subnetwork
ENSG00000153317	ASAP1 PPI subnetwork
ENSG00000153391	INO80C PPI subnetwork
ENSG00000153395	LPCAT1 PPI subnetwork
ENSG00000153487	ING1 PPI subnetwork
ENSG00000153561	RMND5A PPI subnetwork
ENSG00000153563	CD8A PPI subnetwork
ENSG00000153707	PTPRD PPI subnetwork
ENSG00000153767	GTF2E1 PPI subnetwork
ENSG00000153774	CFDP1 PPI subnetwork
ENSG00000153807	ENSG00000153807 PPI subnetwork
ENSG00000153827	TRIP12 PPI subnetwork
ENSG00000153879	CEBPG PPI subnetwork
ENSG00000153914	SREK1 PPI subnetwork
ENSG00000153922	CHD1 PPI subnetwork
ENSG00000153933	DGKE PPI subnetwork
ENSG00000153944	MSI2 PPI subnetwork
ENSG00000153989	NUS1 PPI subnetwork
ENSG00000154001	PPP2R5E PPI subnetwork
ENSG00000154016	GRAP PPI subnetwork
ENSG00000154096	THY1 PPI subnetwork
ENSG00000154134	ROBO3 PPI subnetwork
ENSG00000154143	PANX3 PPI subnetwork
ENSG00000154162	CDH12 PPI subnetwork
ENSG00000154174	TOMM70A PPI subnetwork
ENSG00000154188	ANGPT1 PPI subnetwork
ENSG00000154229	PRKCA PPI subnetwork
ENSG00000154262	ABCA6 PPI subnetwork
ENSG00000154277	UCHL1 PPI subnetwork
ENSG00000154310	TNIK PPI subnetwork
ENSG00000154342	WNT3A PPI subnetwork
ENSG00000154380	ENAH PPI subnetwork
ENSG00000154415	PPP1R3A PPI subnetwork
ENSG00000154429	C1orf96 PPI subnetwork
ENSG00000154447	SH3RF1 PPI subnetwork
ENSG00000154473	BUB3 PPI subnetwork
ENSG00000154518	ATP5G3 PPI subnetwork
ENSG00000154556	SORBS2 PPI subnetwork
ENSG00000154582	TCEB1 PPI subnetwork
ENSG00000154608	ENSG00000154608 PPI subnetwork
ENSG00000154710	RABGEF1 PPI subnetwork
ENSG00000154723	ATP5J PPI subnetwork
ENSG00000154727	GABPA PPI subnetwork
ENSG00000154764	WNT7A PPI subnetwork
ENSG00000154767	XPC PPI subnetwork
ENSG00000154839	SKA1 PPI subnetwork
ENSG00000154889	MPPE1 PPI subnetwork
ENSG00000154917	RAB6B PPI subnetwork
ENSG00000154928	EPHB1 PPI subnetwork
ENSG00000154978	VOPP1 PPI subnetwork
ENSG00000155097	ATP6V1C1 PPI subnetwork
ENSG00000155111	CDK19 PPI subnetwork
ENSG00000155130	MARCKS PPI subnetwork
ENSG00000155229	MMS19 PPI subnetwork
ENSG00000155329	ZCCHC10 PPI subnetwork
ENSG00000155363	MOV10 PPI subnetwork
ENSG00000155366	RHOC PPI subnetwork
ENSG00000155380	SLC16A1 PPI subnetwork
ENSG00000155438	MKI67IP PPI subnetwork
ENSG00000155463	OXA1L PPI subnetwork
ENSG00000155506	LARP1 PPI subnetwork
ENSG00000155508	CNOT8 PPI subnetwork
ENSG00000155511	GRIA1 PPI subnetwork
ENSG00000155561	NUP205 PPI subnetwork
ENSG00000155657	TTN PPI subnetwork
ENSG00000155660	PDIA4 PPI subnetwork
ENSG00000155760	FZD7 PPI subnetwork
ENSG00000155868	MED7 PPI subnetwork
ENSG00000155897	ADCY8 PPI subnetwork
ENSG00000155926	SLA PPI subnetwork
ENSG00000155957	TMBIM4 PPI subnetwork
ENSG00000155959	VBP1 PPI subnetwork
ENSG00000155966	AFF2 PPI subnetwork
ENSG00000155974	GRIP1 PPI subnetwork
ENSG00000155980	KIF5A PPI subnetwork
ENSG00000156049	GNA14 PPI subnetwork
ENSG00000156052	GNAQ PPI subnetwork
ENSG00000156076	WIF1 PPI subnetwork
ENSG00000156110	ADK PPI subnetwork
ENSG00000156113	KCNMA1 PPI subnetwork
ENSG00000156127	BATF PPI subnetwork
ENSG00000156136	DCK PPI subnetwork
ENSG00000156261	CCT8 PPI subnetwork
ENSG00000156273	BACH1 PPI subnetwork
ENSG00000156299	TIAM1 PPI subnetwork
ENSG00000156304	SCAF4 PPI subnetwork
ENSG00000156313	RPGR PPI subnetwork
ENSG00000156374	PCGF6 PPI subnetwork
ENSG00000156427	FGF18 PPI subnetwork
ENSG00000156453	PCDH1 PPI subnetwork
ENSG00000156467	UQCRB PPI subnetwork
ENSG00000156475	PPP2R2B PPI subnetwork
ENSG00000156482	RPL30 PPI subnetwork
ENSG00000156508	EEF1A1 PPI subnetwork
ENSG00000156587	UBE2L6 PPI subnetwork
ENSG00000156603	MED19 PPI subnetwork
ENSG00000156675	RAB11FIP1 PPI subnetwork
ENSG00000156697	UTP14A PPI subnetwork
ENSG00000156709	AIFM1 PPI subnetwork
ENSG00000156711	MAPK13 PPI subnetwork
ENSG00000156735	BAG4 PPI subnetwork
ENSG00000156795	WDYHV1 PPI subnetwork
ENSG00000156802	ATAD2 PPI subnetwork
ENSG00000156873	PHKG2 PPI subnetwork
ENSG00000156931	VPS8 PPI subnetwork
ENSG00000156970	BUB1B PPI subnetwork
ENSG00000156973	PDE6D PPI subnetwork
ENSG00000156976	EIF4A2 PPI subnetwork
ENSG00000157020	SEC13 PPI subnetwork
ENSG00000157077	ZFYVE9 PPI subnetwork
ENSG00000157087	ATP2B2 PPI subnetwork
ENSG00000157106	SMG1 PPI subnetwork
ENSG00000157110	RBPMS PPI subnetwork
ENSG00000157152	ENSG00000157152 PPI subnetwork
ENSG00000157168	NRG1 PPI subnetwork
ENSG00000157191	NECAP2 PPI subnetwork
ENSG00000157193	LRP8 PPI subnetwork
ENSG00000157227	MMP14 PPI subnetwork
ENSG00000157240	FZD1 PPI subnetwork
ENSG00000157326	DHRS4 PPI subnetwork
ENSG00000157344	ENSG00000157344 PPI subnetwork
